Customer_ID,Customer_Name,Email,Phone_Number,Demographics_ID,Geography_ID
CUST_48,Customer_48,customer48@example.com,918259645295,2008,1027
CUST_49,Customer_49,customer49@example.com,919555386412,2008,1010
CUST_50,Customer_50,customer50@example.com,917929167677,2002,1020
CUST_51,Customer_51,customer51@example.com,918192319840,2001,1033
CUST_52,Customer_52,customer52@example.com,919828606141,2001,1023
CUST_53,Customer_53,customer53@example.com,919866293070,2011,1034
CUST_54,Customer_54,customer54@example.com,917263985274,2001,1035
CUST_55,Customer_55,customer55@example.com,918334162225,2009,1036
CUST_56,Customer_56,customer56@example.com,918394209421,2006,1004
CUST_57,Customer_57,customer57@example.com,919988451126,2002,1023
CUST_58,Customer_58,customer58@example.com,919499732051,2004,1002
CUST_59,Customer_59,customer59@example.com,918094202333,2008,1032
CUST_60,Customer_60,customer60@example.com,919123527314,2012,1005
CUST_61,Customer_61,customer61@example.com,918444673479,2002,1037
CUST_62,Customer_62,customer62@example.com,918531077034,2001,1003
CUST_63,Customer_63,customer63@example.com,919629989952,2003,1031
CUST_64,Customer_64,customer64@example.com,918212980280,2007,1038
CUST_65,Customer_65,customer65@example.com,919717417399,2008,1016
CUST_66,Customer_66,customer66@example.com,919278561233,2004,1020
CUST_67,Customer_67,customer67@example.com,917109552985,2008,1037
CUST_68,Customer_68,customer68@example.com,919273886431,2008,1020
CUST_69,Customer_69,customer69@example.com,919217823761,2005,1025
CUST_70,Customer_70,customer70@example.com,919605133372,2005,1039
CUST_71,Customer_71,customer71@example.com,919917052568,2001,1025
CUST_72,Customer_72,customer72@example.com,917951933931,2008,1034
CUST_73,Customer_73,customer73@example.com,918376547814,2004,1036
CUST_74,Customer_74,customer74@example.com,918560401224,2008,1040
CUST_75,Customer_75,customer75@example.com,917755947197,2010,1041
CUST_76,Customer_76,customer76@example.com,917094014688,2009,1042
CUST_77,Customer_77,customer77@example.com,919993132686,2007,1027
CUST_78,Customer_78,customer78@example.com,917676777589,2002,1034
CUST_79,Customer_79,customer79@example.com,918792449147,2012,1003
CUST_80,Customer_80,customer80@example.com,919608547284,2010,1043
CUST_81,Customer_81,customer81@example.com,917567024835,2007,1038
CUST_82,Customer_82,customer82@example.com,918240486539,2001,1031
CUST_83,Customer_83,customer83@example.com,918929453517,2012,1013
CUST_84,Customer_84,customer84@example.com,917211046109,2008,1026
CUST_85,Customer_85,customer85@example.com,917477982156,2003,1044
CUST_86,Customer_86,customer86@example.com,918506487222,2001,1022
CUST_87,Customer_87,customer87@example.com,919603366365,2002,1033
CUST_88,Customer_88,customer88@example.com,917325873762,2001,1045
CUST_89,Customer_89,customer89@example.com,917948603363,2003,1003
CUST_90,Customer_90,customer90@example.com,918676620980,2005,1007
CUST_91,Customer_91,customer91@example.com,918525829173,2007,1043
CUST_92,Customer_92,customer92@example.com,918399859701,2007,1046
CUST_93,Customer_93,customer93@example.com,918434072123,2010,1016
CUST_94,Customer_94,customer94@example.com,919721272058,2010,1047
CUST_95,Customer_95,customer95@example.com,919207393333,2012,1017
CUST_96,Customer_96,customer96@example.com,918154983925,2005,1036
CUST_97,Customer_97,customer97@example.com,919942693856,2002,1046
CUST_98,Customer_98,customer98@example.com,919102316546,2001,1011
CUST_99,Customer_99,customer99@example.com,918779034364,2008,1048
CUST_100,Customer_100,customer100@example.com,917923068005,2008,1045
CUST_101,Customer_101,customer101@example.com,918754299558,2005,1002
CUST_102,Customer_102,customer102@example.com,919564899127,2002,1020
CUST_103,Customer_103,customer103@example.com,919200748192,2012,1038
CUST_104,Customer_104,customer104@example.com,918329729183,2002,1029
CUST_105,Customer_105,customer105@example.com,917237056551,2010,1045
CUST_106,Customer_106,customer106@example.com,918705246741,2005,1033
CUST_107,Customer_107,customer107@example.com,917654344991,2011,1017
CUST_108,Customer_108,customer108@example.com,919159472230,2009,1004
CUST_109,Customer_109,customer109@example.com,918913618762,2006,1047
CUST_110,Customer_110,customer110@example.com,919328214698,2004,1049
CUST_111,Customer_111,customer111@example.com,917850892993,2005,1050
CUST_112,Customer_112,customer112@example.com,919497596339,2004,1005
CUST_113,Customer_113,customer113@example.com,917936619255,2006,1014
CUST_114,Customer_114,customer114@example.com,919613204129,2008,1051
CUST_115,Customer_115,customer115@example.com,919400015665,2009,1006
CUST_116,Customer_116,customer116@example.com,919104350549,2012,1031
CUST_117,Customer_117,customer117@example.com,919312289810,2010,1030
CUST_118,Customer_118,customer118@example.com,917813127215,2007,1028
CUST_119,Customer_119,customer119@example.com,919397376244,2005,1027
CUST_120,Customer_120,customer120@example.com,919629120567,2004,1051
CUST_121,Customer_121,customer121@example.com,918774605551,2010,1052
CUST_122,Customer_122,customer122@example.com,917368819793,2010,1045
CUST_123,Customer_123,customer123@example.com,917938851021,2012,1040
CUST_124,Customer_124,customer124@example.com,918247586793,2004,1021
CUST_125,Customer_125,customer125@example.com,918898236328,2009,1028
CUST_126,Customer_126,customer126@example.com,918204013192,2008,1043
CUST_127,Customer_127,customer127@example.com,918119495656,2011,1024
CUST_128,Customer_128,customer128@example.com,919349033585,2007,1046
CUST_129,Customer_129,customer129@example.com,919882334429,2006,1034
CUST_130,Customer_130,customer130@example.com,919606863563,2005,1028
CUST_131,Customer_131,customer131@example.com,918956725088,2001,1053
CUST_132,Customer_132,customer132@example.com,919271709077,2008,1048
CUST_133,Customer_133,customer133@example.com,918454161483,2009,1009
CUST_134,Customer_134,customer134@example.com,917948787812,2008,1028
CUST_135,Customer_135,customer135@example.com,918460903303,2006,1033
CUST_136,Customer_136,customer136@example.com,917513700215,2002,1009
CUST_137,Customer_137,customer137@example.com,917745061544,2011,1034
CUST_138,Customer_138,customer138@example.com,917665020077,2011,1052
CUST_139,Customer_139,customer139@example.com,917090578484,2008,1041
CUST_140,Customer_140,customer140@example.com,919632013979,2003,1047
CUST_141,Customer_141,customer141@example.com,918457871206,2009,1036
CUST_142,Customer_142,customer142@example.com,919267848131,2006,1033
CUST_143,Customer_143,customer143@example.com,918824066580,2011,1007
CUST_144,Customer_144,customer144@example.com,919783568991,2002,1014
CUST_145,Customer_145,customer145@example.com,918645298658,2004,1024
CUST_146,Customer_146,customer146@example.com,918339848705,2011,1045
CUST_147,Customer_147,customer147@example.com,917564579160,2009,1024
CUST_148,Customer_148,customer148@example.com,918310437027,2008,1005
CUST_149,Customer_149,customer149@example.com,918719245923,2008,1053
CUST_150,Customer_150,customer150@example.com,917071006423,2007,1029
CUST_151,Customer_151,customer151@example.com,917334548212,2001,1018
CUST_152,Customer_152,customer152@example.com,919712215717,2008,1015
CUST_153,Customer_153,customer153@example.com,917356274656,2004,1005
CUST_154,Customer_154,customer154@example.com,918164558666,2012,1030
CUST_155,Customer_155,customer155@example.com,918886587354,2004,1036
CUST_156,Customer_156,customer156@example.com,917810281804,2012,1053
CUST_157,Customer_157,customer157@example.com,919321739708,2009,1006
CUST_158,Customer_158,customer158@example.com,917626624071,2005,1025
CUST_159,Customer_159,customer159@example.com,919634866320,2004,1031
CUST_160,Customer_160,customer160@example.com,919796721560,2012,1054
CUST_161,Customer_161,customer161@example.com,918141928795,2005,1032
CUST_162,Customer_162,customer162@example.com,918800799119,2007,1009
CUST_163,Customer_163,customer163@example.com,919948530584,2009,1021
CUST_164,Customer_164,customer164@example.com,919442867189,2007,1024
CUST_165,Customer_165,customer165@example.com,918855036648,2012,1054
CUST_166,Customer_166,customer166@example.com,919215455517,2006,1028
CUST_167,Customer_167,customer167@example.com,918264421884,2002,1004
CUST_168,Customer_168,customer168@example.com,917063227796,2008,1036
CUST_169,Customer_169,customer169@example.com,917249287175,2011,1006
CUST_170,Customer_170,customer170@example.com,917768199669,2008,1055
CUST_171,Customer_171,customer171@example.com,918499486049,2004,1040
CUST_172,Customer_172,customer172@example.com,917895418451,2008,1033
CUST_173,Customer_173,customer173@example.com,918207090501,2011,1055
CUST_174,Customer_174,customer174@example.com,918578473221,2001,1006
CUST_175,Customer_175,customer175@example.com,917199542033,2008,1046
CUST_176,Customer_176,customer176@example.com,917282143514,2012,1010
CUST_177,Customer_177,customer177@example.com,919018372740,2011,1048
CUST_178,Customer_178,customer178@example.com,917354843569,2002,1034
CUST_179,Customer_179,customer179@example.com,919201676844,2005,1032
CUST_180,Customer_180,customer180@example.com,917379411715,2003,1039
CUST_181,Customer_181,customer181@example.com,918457467264,2002,1033
CUST_182,Customer_182,customer182@example.com,919511160292,2011,1040
CUST_183,Customer_183,customer183@example.com,918477740321,2006,1033
CUST_184,Customer_184,customer184@example.com,917076655292,2008,1030
CUST_185,Customer_185,customer185@example.com,919349408961,2007,1008
CUST_186,Customer_186,customer186@example.com,917982749652,2009,1022
CUST_187,Customer_187,customer187@example.com,917110757028,2012,1016
CUST_188,Customer_188,customer188@example.com,917185333487,2007,1003
CUST_189,Customer_189,customer189@example.com,917032464703,2004,1046
CUST_190,Customer_190,customer190@example.com,918951093161,2003,1042
CUST_191,Customer_191,customer191@example.com,919183793210,2012,1011
CUST_192,Customer_192,customer192@example.com,919901178423,2001,1036
CUST_193,Customer_193,customer193@example.com,918339612346,2006,1038
CUST_194,Customer_194,customer194@example.com,917777004225,2007,1022
CUST_195,Customer_195,customer195@example.com,918496933636,2007,1054
CUST_196,Customer_196,customer196@example.com,919785883610,2003,1042
CUST_197,Customer_197,customer197@example.com,917668371616,2012,1019
CUST_198,Customer_198,customer198@example.com,918379291437,2011,1049
CUST_199,Customer_199,customer199@example.com,918923639595,2012,1018
CUST_200,Customer_200,customer200@example.com,919746067083,2003,1052
CUST_201,Customer_201,customer201@example.com,917266334398,2006,1056
CUST_202,Customer_202,customer202@example.com,918711444905,2005,1005
CUST_203,Customer_203,customer203@example.com,919781335506,2005,1010
CUST_204,Customer_204,customer204@example.com,918230456208,2011,1047
CUST_205,Customer_205,customer205@example.com,917191341192,2001,1050
CUST_206,Customer_206,customer206@example.com,918745992581,2012,1055
CUST_207,Customer_207,customer207@example.com,917558798989,2006,1056
CUST_208,Customer_208,customer208@example.com,919901482958,2002,1024
CUST_209,Customer_209,customer209@example.com,919794003349,2012,1043
CUST_210,Customer_210,customer210@example.com,919081353884,2004,1007
CUST_211,Customer_211,customer211@example.com,917797840065,2008,1037
CUST_212,Customer_212,customer212@example.com,917487129495,2002,1019
CUST_213,Customer_213,customer213@example.com,917606492604,2004,1045
CUST_214,Customer_214,customer214@example.com,919690346368,2005,1040
CUST_215,Customer_215,customer215@example.com,919629093308,2006,1036
CUST_216,Customer_216,customer216@example.com,919136669989,2008,1010
CUST_217,Customer_217,customer217@example.com,919845978733,2010,1033
CUST_218,Customer_218,customer218@example.com,918631435189,2003,1016
CUST_219,Customer_219,customer219@example.com,919529837300,2006,1020
CUST_220,Customer_220,customer220@example.com,917095478447,2012,1055
CUST_221,Customer_221,customer221@example.com,919053741664,2004,1036
CUST_222,Customer_222,customer222@example.com,919309621572,2001,1022
CUST_223,Customer_223,customer223@example.com,917491719659,2008,1027
CUST_224,Customer_224,customer224@example.com,917496160119,2009,1046
CUST_225,Customer_225,customer225@example.com,919950320861,2001,1009
CUST_226,Customer_226,customer226@example.com,919480049021,2011,1004
CUST_227,Customer_227,customer227@example.com,917643060400,2002,1043
CUST_228,Customer_228,customer228@example.com,918102838053,2009,1049
CUST_229,Customer_229,customer229@example.com,917706736485,2004,1002
CUST_230,Customer_230,customer230@example.com,917135383678,2005,1054
CUST_231,Customer_231,customer231@example.com,919839759558,2012,1026
CUST_232,Customer_232,customer232@example.com,919413844726,2001,1045
CUST_233,Customer_233,customer233@example.com,917993185558,2002,1039
CUST_234,Customer_234,customer234@example.com,919264400071,2006,1013
CUST_235,Customer_235,customer235@example.com,917955778225,2003,1026
CUST_236,Customer_236,customer236@example.com,918079681752,2006,1029
CUST_237,Customer_237,customer237@example.com,919641526561,2008,1056
CUST_238,Customer_238,customer238@example.com,917747470524,2008,1030
CUST_239,Customer_239,customer239@example.com,918169328790,2011,1014
CUST_240,Customer_240,customer240@example.com,918089401288,2009,1002
CUST_241,Customer_241,customer241@example.com,917479766184,2002,1054
CUST_242,Customer_242,customer242@example.com,919216679734,2010,1049
CUST_243,Customer_243,customer243@example.com,917962439769,2007,1042
CUST_244,Customer_244,customer244@example.com,918805963085,2003,1040
CUST_245,Customer_245,customer245@example.com,919652684337,2008,1056
CUST_246,Customer_246,customer246@example.com,919178546736,2006,1028
CUST_247,Customer_247,customer247@example.com,917962533292,2003,1047
CUST_248,Customer_248,customer248@example.com,918040737423,2002,1043
CUST_249,Customer_249,customer249@example.com,919873324426,2003,1016
CUST_250,Customer_250,customer250@example.com,919928155938,2001,1015
CUST_251,Customer_251,customer251@example.com,918152326967,2012,1049
CUST_252,Customer_252,customer252@example.com,917991142571,2010,1004
CUST_253,Customer_253,customer253@example.com,919190128275,2002,1033
CUST_254,Customer_254,customer254@example.com,918018711173,2008,1039
CUST_255,Customer_255,customer255@example.com,918094456088,2001,1032
CUST_256,Customer_256,customer256@example.com,919059718498,2003,1037
CUST_257,Customer_257,customer257@example.com,917160234988,2008,1035
CUST_258,Customer_258,customer258@example.com,919226853369,2009,1050
CUST_259,Customer_259,customer259@example.com,917527638691,2007,1017
CUST_260,Customer_260,customer260@example.com,917349539110,2006,1002
CUST_261,Customer_261,customer261@example.com,918152056869,2011,1027
CUST_262,Customer_262,customer262@example.com,918122151305,2011,1052
CUST_263,Customer_263,customer263@example.com,919827445895,2008,1025
CUST_264,Customer_264,customer264@example.com,919595879636,2011,1001
CUST_265,Customer_265,customer265@example.com,917089276476,2008,1054
CUST_266,Customer_266,customer266@example.com,918670141108,2009,1037
CUST_267,Customer_267,customer267@example.com,917213074645,2007,1054
CUST_268,Customer_268,customer268@example.com,918140322163,2002,1050
CUST_269,Customer_269,customer269@example.com,917326247058,2006,1013
CUST_270,Customer_270,customer270@example.com,918725228133,2003,1021
CUST_271,Customer_271,customer271@example.com,919890660807,2007,1049
CUST_272,Customer_272,customer272@example.com,917573924502,2003,1024
CUST_273,Customer_273,customer273@example.com,919865187421,2007,1028
CUST_274,Customer_274,customer274@example.com,919733098232,2001,1030
CUST_275,Customer_275,customer275@example.com,919896665127,2002,1028
CUST_276,Customer_276,customer276@example.com,918454491613,2004,1046
CUST_277,Customer_277,customer277@example.com,918066700221,2012,1036
CUST_278,Customer_278,customer278@example.com,919440514956,2006,1019
CUST_279,Customer_279,customer279@example.com,917781854172,2003,1016
CUST_280,Customer_280,customer280@example.com,919846549947,2002,1002
CUST_281,Customer_281,customer281@example.com,918927965545,2012,1044
CUST_282,Customer_282,customer282@example.com,918824790870,2007,1056
CUST_283,Customer_283,customer283@example.com,918139969533,2001,1007
CUST_284,Customer_284,customer284@example.com,919837940123,2003,1008
CUST_285,Customer_285,customer285@example.com,918881868807,2007,1010
CUST_286,Customer_286,customer286@example.com,918069477988,2003,1019
CUST_287,Customer_287,customer287@example.com,919546011133,2004,1020
CUST_288,Customer_288,customer288@example.com,917259480862,2007,1018
CUST_289,Customer_289,customer289@example.com,917376877052,2010,1025
CUST_290,Customer_290,customer290@example.com,917902624412,2011,1031
CUST_291,Customer_291,customer291@example.com,919296270892,2005,1027
CUST_292,Customer_292,customer292@example.com,918500101104,2012,1014
CUST_293,Customer_293,customer293@example.com,919193840662,2012,1010
CUST_294,Customer_294,customer294@example.com,917374902016,2009,1047
CUST_295,Customer_295,customer295@example.com,918943490457,2005,1033
CUST_296,Customer_296,customer296@example.com,918595663405,2010,1039
CUST_297,Customer_297,customer297@example.com,917254223153,2001,1009
CUST_298,Customer_298,customer298@example.com,919105124714,2007,1027
CUST_299,Customer_299,customer299@example.com,917467604175,2001,1001
CUST_300,Customer_300,customer300@example.com,918347567233,2012,1012
CUST_301,Customer_301,customer301@example.com,917853673687,2002,1001
CUST_302,Customer_302,customer302@example.com,919493008663,2002,1020
CUST_303,Customer_303,customer303@example.com,918295258854,2008,1019
CUST_304,Customer_304,customer304@example.com,919012607877,2004,1056
CUST_305,Customer_305,customer305@example.com,919498002764,2003,1010
CUST_306,Customer_306,customer306@example.com,918884919121,2006,1029
CUST_307,Customer_307,customer307@example.com,918372701965,2008,1005
CUST_308,Customer_308,customer308@example.com,917347906028,2004,1013
CUST_309,Customer_309,customer309@example.com,919305244143,2008,1046
CUST_310,Customer_310,customer310@example.com,919697760761,2009,1012
CUST_311,Customer_311,customer311@example.com,919775061509,2002,1050
CUST_312,Customer_312,customer312@example.com,917442908858,2005,1043
CUST_313,Customer_313,customer313@example.com,919635472142,2012,1009
CUST_314,Customer_314,customer314@example.com,917247219393,2001,1002
CUST_315,Customer_315,customer315@example.com,919489701951,2005,1004
CUST_316,Customer_316,customer316@example.com,919268263823,2007,1033
CUST_317,Customer_317,customer317@example.com,919312386226,2002,1031
CUST_318,Customer_318,customer318@example.com,919826725036,2005,1042
CUST_319,Customer_319,customer319@example.com,917060258484,2007,1033
CUST_320,Customer_320,customer320@example.com,919669572714,2012,1055
CUST_321,Customer_321,customer321@example.com,918262622828,2009,1002
CUST_322,Customer_322,customer322@example.com,919969286730,2011,1022
CUST_323,Customer_323,customer323@example.com,918957893955,2011,1002
CUST_324,Customer_324,customer324@example.com,919652349273,2005,1048
CUST_325,Customer_325,customer325@example.com,919362560975,2005,1028
CUST_326,Customer_326,customer326@example.com,918754533593,2012,1008
CUST_327,Customer_327,customer327@example.com,917059967405,2011,1014
CUST_328,Customer_328,customer328@example.com,919406305169,2007,1024
CUST_329,Customer_329,customer329@example.com,917505836858,2010,1035
CUST_330,Customer_330,customer330@example.com,917635552063,2009,1047
CUST_331,Customer_331,customer331@example.com,918398940729,2011,1054
CUST_332,Customer_332,customer332@example.com,919553746265,2002,1020
CUST_333,Customer_333,customer333@example.com,919459130601,2011,1044
CUST_334,Customer_334,customer334@example.com,919929787654,2005,1003
CUST_335,Customer_335,customer335@example.com,917929426251,2009,1050
CUST_336,Customer_336,customer336@example.com,918667212131,2010,1045
CUST_337,Customer_337,customer337@example.com,919574041477,2005,1019
CUST_338,Customer_338,customer338@example.com,918381684268,2006,1014
CUST_339,Customer_339,customer339@example.com,919601942742,2009,1039
CUST_340,Customer_340,customer340@example.com,917989014175,2012,1001
CUST_341,Customer_341,customer341@example.com,917204620098,2002,1016
CUST_342,Customer_342,customer342@example.com,918253300920,2008,1027
CUST_343,Customer_343,customer343@example.com,919330885862,2005,1040
CUST_344,Customer_344,customer344@example.com,917131438319,2009,1028
CUST_345,Customer_345,customer345@example.com,919264650939,2008,1040
CUST_346,Customer_346,customer346@example.com,917569596354,2010,1013
CUST_347,Customer_347,customer347@example.com,917828802014,2007,1016
CUST_348,Customer_348,customer348@example.com,918704239380,2002,1050
CUST_349,Customer_349,customer349@example.com,917532836593,2012,1011
CUST_350,Customer_350,customer350@example.com,918074412506,2007,1011
CUST_351,Customer_351,customer351@example.com,918128290608,2007,1038
CUST_352,Customer_352,customer352@example.com,917264346414,2006,1042
CUST_353,Customer_353,customer353@example.com,918366940038,2012,1020
CUST_354,Customer_354,customer354@example.com,919612326610,2005,1028
CUST_355,Customer_355,customer355@example.com,918407641088,2009,1035
CUST_356,Customer_356,customer356@example.com,919686675050,2007,1020
CUST_357,Customer_357,customer357@example.com,917716197840,2006,1014
CUST_358,Customer_358,customer358@example.com,918510038886,2006,1049
CUST_359,Customer_359,customer359@example.com,918966700367,2007,1017
CUST_360,Customer_360,customer360@example.com,918810573255,2011,1003
CUST_361,Customer_361,customer361@example.com,918659745101,2001,1040
CUST_362,Customer_362,customer362@example.com,919026013650,2004,1033
CUST_363,Customer_363,customer363@example.com,919784255774,2002,1005
CUST_364,Customer_364,customer364@example.com,918453036298,2008,1050
CUST_365,Customer_365,customer365@example.com,919150240302,2005,1050
CUST_366,Customer_366,customer366@example.com,919430406233,2008,1002
CUST_367,Customer_367,customer367@example.com,917395091593,2010,1052
CUST_368,Customer_368,customer368@example.com,917750313334,2007,1014
CUST_369,Customer_369,customer369@example.com,919715346978,2012,1030
CUST_370,Customer_370,customer370@example.com,919492940215,2004,1021
CUST_371,Customer_371,customer371@example.com,919133357922,2012,1050
CUST_372,Customer_372,customer372@example.com,919411871823,2007,1053
CUST_373,Customer_373,customer373@example.com,919197829824,2012,1036
CUST_374,Customer_374,customer374@example.com,918118227352,2004,1048
CUST_375,Customer_375,customer375@example.com,919529446277,2005,1010
CUST_376,Customer_376,customer376@example.com,918782136390,2005,1014
CUST_377,Customer_377,customer377@example.com,917714259107,2008,1045
CUST_378,Customer_378,customer378@example.com,917453986403,2007,1054
CUST_379,Customer_379,customer379@example.com,918540039808,2002,1005
CUST_380,Customer_380,customer380@example.com,918052857524,2004,1051
CUST_381,Customer_381,customer381@example.com,918585845379,2004,1050
CUST_382,Customer_382,customer382@example.com,918507971869,2002,1024
CUST_383,Customer_383,customer383@example.com,917668237091,2011,1034
CUST_384,Customer_384,customer384@example.com,918091892753,2003,1045
CUST_385,Customer_385,customer385@example.com,919991968098,2010,1015
CUST_386,Customer_386,customer386@example.com,919708887702,2010,1019
CUST_387,Customer_387,customer387@example.com,918260825419,2006,1012
CUST_388,Customer_388,customer388@example.com,918349676944,2012,1027
CUST_389,Customer_389,customer389@example.com,919748753675,2002,1013
CUST_390,Customer_390,customer390@example.com,917007768680,2008,1023
CUST_391,Customer_391,customer391@example.com,919717630444,2003,1015
CUST_392,Customer_392,customer392@example.com,918340988300,2010,1052
CUST_393,Customer_393,customer393@example.com,917413954610,2006,1047
CUST_394,Customer_394,customer394@example.com,917655236693,2008,1004
CUST_395,Customer_395,customer395@example.com,919878503622,2005,1042
CUST_396,Customer_396,customer396@example.com,917058409146,2006,1053
CUST_397,Customer_397,customer397@example.com,919588148017,2003,1039
CUST_398,Customer_398,customer398@example.com,917165017989,2006,1046
CUST_399,Customer_399,customer399@example.com,917079124984,2003,1041
CUST_400,Customer_400,customer400@example.com,917675664763,2003,1020
CUST_401,Customer_401,customer401@example.com,917476153525,2011,1046
CUST_402,Customer_402,customer402@example.com,919877897813,2005,1044
CUST_403,Customer_403,customer403@example.com,917112895626,2002,1036
CUST_404,Customer_404,customer404@example.com,917069849334,2005,1026
CUST_405,Customer_405,customer405@example.com,917052191276,2007,1031
CUST_406,Customer_406,customer406@example.com,917581738660,2003,1020
CUST_407,Customer_407,customer407@example.com,919852449975,2010,1027
CUST_408,Customer_408,customer408@example.com,919811447199,2012,1022
CUST_409,Customer_409,customer409@example.com,917321992198,2003,1016
CUST_410,Customer_410,customer410@example.com,917068062771,2008,1002
CUST_411,Customer_411,customer411@example.com,917700719909,2004,1022
CUST_412,Customer_412,customer412@example.com,918647919068,2011,1053
CUST_413,Customer_413,customer413@example.com,919333627375,2007,1015
CUST_414,Customer_414,customer414@example.com,918772172075,2010,1028
CUST_415,Customer_415,customer415@example.com,919888868884,2008,1035
CUST_416,Customer_416,customer416@example.com,919258666166,2003,1029
CUST_417,Customer_417,customer417@example.com,917057677617,2009,1026
CUST_418,Customer_418,customer418@example.com,917938783354,2003,1027
CUST_419,Customer_419,customer419@example.com,918055730875,2006,1015
CUST_420,Customer_420,customer420@example.com,918672097421,2011,1045
CUST_421,Customer_421,customer421@example.com,917817752222,2010,1013
CUST_422,Customer_422,customer422@example.com,919546225502,2009,1003
CUST_423,Customer_423,customer423@example.com,917873063678,2003,1008
CUST_424,Customer_424,customer424@example.com,918486575688,2004,1043
CUST_425,Customer_425,customer425@example.com,919081692661,2011,1028
CUST_426,Customer_426,customer426@example.com,919002403484,2008,1013
CUST_427,Customer_427,customer427@example.com,919106672269,2006,1018
CUST_428,Customer_428,customer428@example.com,919817963526,2001,1045
CUST_429,Customer_429,customer429@example.com,918948826690,2002,1019
CUST_430,Customer_430,customer430@example.com,917355091102,2008,1037
CUST_431,Customer_431,customer431@example.com,919869580644,2008,1029
CUST_432,Customer_432,customer432@example.com,918167543357,2002,1020
CUST_433,Customer_433,customer433@example.com,917878572270,2004,1025
CUST_434,Customer_434,customer434@example.com,917576641491,2002,1020
CUST_435,Customer_435,customer435@example.com,917902677772,2006,1035
CUST_436,Customer_436,customer436@example.com,917918144227,2003,1019
CUST_437,Customer_437,customer437@example.com,919531152450,2002,1050
CUST_438,Customer_438,customer438@example.com,918715084681,2008,1029
CUST_439,Customer_439,customer439@example.com,919364292504,2012,1032
CUST_440,Customer_440,customer440@example.com,919274551645,2006,1015
CUST_441,Customer_441,customer441@example.com,917770991509,2007,1039
CUST_442,Customer_442,customer442@example.com,917381716559,2010,1019
CUST_443,Customer_443,customer443@example.com,918594510781,2012,1010
CUST_444,Customer_444,customer444@example.com,917063319399,2002,1053
CUST_445,Customer_445,customer445@example.com,917850866109,2012,1017
CUST_446,Customer_446,customer446@example.com,918132463487,2012,1016
CUST_447,Customer_447,customer447@example.com,919682467581,2005,1038
CUST_448,Customer_448,customer448@example.com,919875846689,2005,1021
CUST_449,Customer_449,customer449@example.com,917511532634,2001,1031
